rule,iso3,country_name,income_level,task_id,task_label,exposure_level_mode,dominant_channel_mode,margin_mode,has_material_ai_integration_mode,short_rationale_mode
level0_says_automation_happens,HUN,Hungary,High income,13857,"Descend into water with the aid of diver helpers, using scuba gear or diving suits.",0,none,unclear,False,"Diving is a highly skilled physical task performed in unpredictable, unstructured environments where human dexterity and real-time judgment are essential, making it unsuitable for standard automation in a professional context."
level0_says_automation_happens,IND,India,Lower middle income,215,"Contact local forest owners and gain permission to take inventory of the type, amount, and location of all standing timber on the property.",0,none,unclear,False,"Obtaining permission in India requires navigating complex, often informal land tenure systems, community relations, and local legal frameworks, which are highly context-dependent and resist standard automation."
level0_says_automation_happens,IND,India,Lower middle income,3057,"Dismantle machinery and equipment for shipment to installation site, performing installation and maintenance work as part of team.",0,none,unclear,False,"Dismantling heavy machinery requires highly variable physical judgment, tactile feedback, and dexterous manipulation in unstructured environments, making it effectively immune to standard automation in the Indian industrial context by 2026."
level0_says_automation_happens,IND,India,Lower middle income,4283,"Change linens, such as bed sheets and pillow cases.",0,none,unclear,False,"This task requires complex, dexterous physical manipulation in dynamic hospital environments, which currently lacks economically viable automation solutions in the Indian healthcare context, where labor-intensive manual care remains the standard practice."
level0_says_automation_happens,IND,India,Lower middle income,6012,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",0,none,unclear,False,"Maintaining professional knowledge through networking, attendance at conferences, and synthesizing literature is fundamentally a human activity dependent on social trust, personal synthesis, and experiential learning that resists standard automation."
level0_says_automation_happens,IRL,Ireland,High income,13114,"Climb trees, using climbing hooks and belts, or climb ladders to gain access to work areas.",0,none,unclear,False,"Climbing trees or ladders with specialized gear is a highly physical, unstructured task that requires human dexterity and environmental adaptability, rendering it essentially immune to standard automation in typical workplace settings."
level0_says_automation_happens,IRL,Ireland,High income,8396,"Remove or disassemble defective automatic mechanical door closers, using hand tools.",0,none,unclear,False,"Disassembling mechanical door closers is highly variable, relying on tactile feedback and manual dexterity to handle jammed, corroded, or uniquely worn components, making standard automation economically unviable in Ireland."
level0_says_automation_happens,IRN,"Iran, Islamic Rep.",Upper middle income,11810,"Splice and connect cables from meters or current transformers to pull boxes or switchboards, using hand tools.",0,none,unclear,False,"This task requires high-dexterity physical manipulation of varied, heavy industrial equipment in often unique, unstructured environments, making it essentially immune to standard automation in the Iranian labor market context."
level0_says_automation_happens,IRN,"Iran, Islamic Rep.",Upper middle income,12006,"Collect samples, or signal workers to sample metal for analysis.",0,none,unclear,False,"Collecting physical metal samples in industrial settings requires human dexterity, judgment for safety, and physical access that remains largely immune to economically viable, standard automation in the Iranian industrial context."
level0_says_automation_happens,IRN,"Iran, Islamic Rep.",Upper middle income,22829,Coordinate work with clerical personnel or other technologists and technicians.,0,none,unclear,False,"This task requires high-level social coordination, negotiation, and conflict resolution across organizational boundaries, which remain fundamentally human responsibilities in typical Iranian healthcare settings, resisting standard automation."
level0_says_automation_happens,IRN,"Iran, Islamic Rep.",Upper middle income,24008,Clean supplies such as makeup brushes.,0,none,unclear,False,"The task requires dexterous manipulation of delicate, variable-geometry objects which remains outside the cost-effective capabilities of standard automation in the Iranian labor market context."
level0_says_automation_happens,IRQ,Iraq,Upper middle income,14083,"Draw patterns, using measurements, designs, plaster casts, or customer specifications, and position or outline patterns on work pieces.",0,none,unclear,False,This manual trade task relies on highly contextual physical craftsmanship and precise material manipulation that remains effectively immune to standard automation in the typical Iraqi industrial or construction environment.
level0_says_automation_happens,IRQ,Iraq,Upper middle income,14912,"Apply adhesives to the backs of paper strips, using brushes, or dunk strips of prepasted wallcovering in water, wiping off any excess adhesive.",0,none,unclear,False,"Applying adhesive to wallcovering is a highly manual, tactile task that lacks credible automation paths in typical construction environments in Iraq, where labor-intensive manual methods remain the standard practice."
level0_says_automation_happens,IRQ,Iraq,Upper middle income,4055,Determine the specific audio and visual effects and music necessary to complete films.,0,none,unclear,False,"Selecting artistic elements like music and effects for film relies on subjective cultural judgment, narrative context, and creative taste, which remain fundamentally human-driven and outside standard automation scopes in Iraq."
level0_says_automation_happens,IRQ,Iraq,Upper middle income,6364,Maintain regularly scheduled office hours to advise and assist students.,0,none,unclear,False,"Academic and career guidance in this setting relies heavily on personalized, empathetic human interaction and deep context regarding local cultural and labor market nuances, which remain immune to standard automation."
level0_says_automation_happens,ISR,Israel,High income,11003,"Shade and fill in sketch outlines and backgrounds, using a variety of media such as water colors, markers, and transparent washes, labeling designated colors when necessary.",0,none,unclear,False,"Artistic shading and filling require subjective, nuanced aesthetic judgment and fine motor skills that remain deeply tied to human creative intention, making standard automation economically implausible for this core task."
level0_says_automation_happens,JOR,Jordan,Lower middle income,13615,Erect scaffolding.,0,none,unclear,False,"Erecting scaffolding is a highly physical, site-specific task that lacks credible automated substitutes or material augmentation in typical Jordanian construction environments where manual assembly remains the standard practice."
level0_says_automation_happens,JOR,Jordan,Lower middle income,19677,Reengineer nanomaterials to improve biodegradability.,0,none,unclear,False,"Reengineering nanomaterials is a highly complex scientific research task requiring advanced hypothesis generation, lab experimentation, and iterative synthesis that exceeds the capabilities of standard automation in the Jordanian context."
level0_says_automation_happens,KAZ,Kazakhstan,Upper middle income,11234,"Provide driving instructions to truck drivers to ensure complete coverage of designated areas, using hand and horn signals.",0,none,unclear,False,"Directing drivers with hand and horn signals relies on immediate human interaction, visual recognition, and improvisation in dynamic environments, making it effectively immune to standard automation in the Kazakhstan context."
level0_says_automation_happens,KEN,Kenya,Lower middle income,23186,"Place corpses into crematory machines to reduce remains to bone fragments using flame, heat, or alkaline hydrolysis.",0,none,unclear,False,"This task involves sensitive, high-dexterity physical handling of human remains that requires human judgment and care, rendering it effectively immune to standard automation in the Kenyan context."
level0_says_automation_happens,KEN,Kenya,Lower middle income,6649,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",0,none,unclear,False,"Designing inquiry-based instructional activities is a highly contextual, social, and pedagogical task that relies on teacher judgment, student dynamics, and curriculum adaptation, which remain largely outside standard automation capabilities in Kenya."
level0_says_automation_happens,KGZ,Kyrgyz Republic,Lower middle income,14268,"Stencil, gild, emboss, mark, or paint designs or borders to reproduce the original appearance of restored pieces, or to decorate new pieces.",0,none,unclear,False,"This task requires high manual dexterity and aesthetic judgment typical of artisanal craft, which remains outside the scope of current commercially viable, widely deployed automation in the Kyrgyz Republic."
level0_says_automation_happens,KGZ,Kyrgyz Republic,Lower middle income,21966,Visit proposed installation sites and draw rough sketches of location.,0,none,unclear,False,"Site visits in the Kyrgyz Republic often require physical navigation of unstructured, unique environments and subjective judgment that remains outside the scope of current commercially viable, widely deployed automation technologies."
level0_says_automation_happens,KGZ,Kyrgyz Republic,Lower middle income,4309,"Administer medication, immunizations, or blood plasma to animals as prescribed by veterinarians.",0,none,unclear,False,"Administering medical treatments to animals in the Kyrgyz Republic requires complex physical handling, situational judgment, and animal-specific care that remains outside current standard automation capabilities."
level0_says_automation_happens,KGZ,Kyrgyz Republic,Lower middle income,8057,Stay informed of the latest styles and hair care techniques.,0,none,unclear,False,"Keeping current on fashion trends and hair techniques is a highly social, tacit knowledge-building activity that relies on local cultural context and personal creativity, resisting standard automation."
level0_says_automation_happens,KHM,Cambodia,Lower middle income,11877,Mix and measure glue that will be used for instrument repair.,0,none,unclear,False,"This task requires high-precision, manual chemical preparation tailored to delicate instrument repair; standard automation or AI-driven systems are economically impractical for such small-scale, highly variable, and expert-dependent artisanal work in this context."
level0_says_automation_happens,KHM,Cambodia,Lower middle income,13495,Insert jacks or drive wedges behind saws to prevent binding of saws and to start trees falling.,0,none,unclear,False,"This task requires physical, high-stakes, real-time intervention in unpredictable forestry environments, making it essentially immune to standard automation or AI-driven substitution in the Cambodian forestry sector."
level0_says_automation_happens,KHM,Cambodia,Lower middle income,16223,Propose recommendations for improving content management system capabilities.,0,none,unclear,False,Proposing system improvements is a high-level consultative and strategic task requiring contextual business understanding that remains outside current standard automation capabilities in the Cambodian market.
level0_says_automation_happens,KHM,Cambodia,Lower middle income,19267,"Conduct tests, such as the Amsler Grid test, to measure central visual field used in the early diagnosis of macular degeneration, glaucoma, or diseases of the eye.",0,none,unclear,False,"Administering Amsler grid tests requires direct patient interaction, subjective reporting, and clinical judgment, none of which have a credible, widely deployed automation mechanism in the Cambodia 2026 context."
level0_says_automation_happens,KHM,Cambodia,Lower middle income,19658,"Design or develop industrial air quality microsystems, such as carbon dioxide fixing devices.",0,none,unclear,False,"Designing complex industrial air quality microsystems requires high-level creative engineering and bespoke integration, which falls outside the scope of current commercially viable, widely deployed automation in the Cambodian context."
level0_says_automation_happens,KHM,Cambodia,Lower middle income,22078,"Design specialized or customized equipment, machines, or structures.",0,none,unclear,False,"Designing customized industrial equipment requires high-level engineering judgment and contextual knowledge unavailable to current standard automation, and local demand for such specialized, bespoke engineering is limited in the current Cambodian economic context."
level0_says_automation_happens,KHM,Cambodia,Lower middle income,4867,"Install gas burners to convert furnaces from wood, coal, or oil.",0,none,unclear,False,"This task requires skilled manual labor, complex physical fitment, and on-site safety assessment in variable environments, making it essentially immune to standard automation in a Cambodian economic context."
level0_says_automation_happens,KOR,"Korea, Rep.",High income,16073,"Implement system renovation projects in collaboration with technical staff, engineering consultants, installers, and vendors.",0,none,unclear,False,"This task centers on complex stakeholder coordination, vendor negotiation, and strategic project oversight, which remain fundamentally human activities that resist standard automation or material labor reduction in the Korean work context."
level0_says_automation_happens,KOR,"Korea, Rep.",High income,16376,"Investigate theoretical or conceptual issues, such as the human design considerations of lunar landers or habitats.",0,none,unclear,False,"This task involves complex interdisciplinary research and design judgment that relies on unique, high-stakes requirements, leaving it outside the scope of current commercial or widely deployed automation systems in Korea."
level0_says_automation_happens,KOR,"Korea, Rep.",High income,9078,Collect air samples from planes or ships over land or sea to study atmospheric composition.,0,none,unclear,False,"This task requires specialized physical access and human judgment to navigate complex, operational environments like ships and aircraft to collect environmental samples, which remains outside the capability of standard automation."
level0_says_automation_happens,KWT,Kuwait,High income,18832,"Consult with families or friends of the deceased to arrange funeral details, such as obituary notice wording, casket selection, or plans for services.",0,none,unclear,False,"Funeral arrangement in Kuwait involves sensitive, culturally specific, and emotionally heavy face-to-face consultation that resists standard automation due to high requirements for empathy, religious adherence, and nuanced communication."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,10036,"Verify conformance of workpieces to specifications, using squares, rulers, and measuring tapes.",0,none,unclear,False,"In the current Lao PDR industrial context, manual verification using hand tools remains the standard practice, and investment in automated or sensor-based inspection systems for these tasks is not yet economically typical."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,10337,"Position objects to be plated in frames, or suspend them from positive or negative terminals of power supplies.",0,none,unclear,False,This task requires high manual dexterity and spatial positioning which remain economically and technically inaccessible to standard automation systems within the typical industrial infrastructure of Lao PDR.
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,1088,"Review work procedures and operational problems to determine ways to improve service, performance, or safety.",0,none,unclear,False,"This task requires high-level diagnostic, contextual, and tacit knowledge regarding operational workflows and human dynamics, which currently exceeds the capabilities of standard automation in the Lao PDR economic context."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,11997,"Crank machines through cycles, stopping to adjust tool positions and machine controls to ensure specified timing, clearances, and tolerances.",0,none,unclear,False,"In the Lao manufacturing sector, the task of manually cycling machines remains standard practice; typical local workshops lack the capital-intensive automation infrastructure to render this manual human labor economically redundant."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,12111,"Stamp heat-treatment identification marks on parts, using hammers and punches.",0,none,unclear,False,"In the typical manufacturing context of Lao PDR, manual marking remains the standard practice due to small-scale production volumes, making capital-intensive automation equipment economically unjustified for this task."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,14909,"Check finished wallcoverings for proper alignment, pattern matching, and neatness of seams.",0,none,unclear,False,"In the Lao PDR context, manual visual inspection remains the standard practice as capital investment in specialized automated vision systems for niche manufacturing or construction quality control is not economically viable or common."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,1577,"Collect evidence from crime scenes, storing it in conditions that preserve its integrity.",0,none,unclear,False,"The task requires highly variable, dexterous physical manipulation and chain-of-custody judgment in unstructured environments, which exceeds the capabilities of standard automation in Lao PDR's current technological and institutional settings."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,16527,"Design automated robotic systems to increase production volume or precision in high-throughput operations, such as automated ribonucleic acid (RNA) analysis or sorting, moving, or stacking production materials.",0,none,unclear,False,Designing complex industrial robotic systems requires highly specialized engineering expertise and context-specific implementation that remains outside current standard automation or widespread AI capabilities in the Lao PDR economic context.
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,21748,Design security solutions to address known device vulnerabilities.,0,none,unclear,False,"In the context of Lao PDR, this expert-level design task requires high-level architectural decision-making and context-specific implementation that remains outside current standard automation capabilities."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,22201,Establish neurobehavioral baseline measures for monitoring progressive cerebral disease or recovery.,0,none,unclear,False,"Neurobehavioral baseline assessment requires high-stakes clinical judgment and human interaction in Lao PDR, where advanced technological infrastructure for automated neurological diagnostics is largely unavailable or impractical for standard practice."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,22563,"Rewrite original musical scores in different musical styles by changing rhythms, harmonies, or tempos.",0,none,unclear,False,"Creative re-composition and adaptation of musical scores are high-level cognitive tasks requiring deep cultural and artistic context, making them largely immune to standard automation in the Lao PDR context."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,23202,"Sell services or equipment, such as trusts, investments, or check processing services.",0,none,unclear,False,"In the Lao PDR context, selling complex financial or business services remains fundamentally rooted in interpersonal trust, face-to-face networking, and bespoke negotiation, rendering standard automation mechanisms inapplicable for the task core."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,23310,"Contact former employers and other acquaintances to verify applicants' references, employment, health history, or social behavior.",0,none,unclear,False,"Verifying employment history in Lao PDR relies heavily on personal networks, interpersonal trust, and direct human verification, rendering standard automation tools ineffective for the core task of reputation validation."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,23682,"Smooth surfaces of molds, using scraping tools or sandpaper.",0,none,unclear,False,"Manual mold smoothing remains the standard practice in Lao PDR's typical manufacturing environments, where low labor costs and local production scales make automated robotic finishing economically non-viable for this specific task."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,4610,"Manage or operate real estate offices, handling associated business details.",0,none,unclear,False,"In the Lao PDR context, office management relies heavily on interpersonal relationships, physical documentation, and navigating informal or locally-specific regulatory environments, rendering standard automation tools largely inapplicable for core task management."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,8222,"Check items to ensure that addresses are legible and correct, that sufficient postage has been paid or the appropriate documentation is attached, and that items are in a suitable condition for processing.",0,none,unclear,False,"In the Lao PDR postal context, manual inspection remains the standard practice due to limited automation infrastructure and the necessity of human judgment for diverse, often handwritten, domestic mail formats."
level0_says_automation_happens,LAO,Lao PDR,Lower middle income,8968,"Evaluate the safety, efficiency, and effectiveness of biomedical equipment.",0,none,unclear,False,"In the Lao PDR context, this professional task relies on clinical expertise, regulatory judgment, and hands-on site-specific assessment, which remain non-automatable by current commercial or widely deployed technological systems."
level0_says_automation_happens,LBY,Libya,Upper middle income,12707,"Remove products, machine attachments, or waste material from machines.",0,none,unclear,False,"Manual material handling and machine clearing remain standard practice in Libya's industrial landscape, where typical infrastructure and labor costs do not justify the adoption of specialized automated systems for this task."
level0_says_automation_happens,LBY,Libya,Upper middle income,14869,Inspect floors for smoothness.,0,none,unclear,False,"Manual physical inspection remains the standard practice in Libyan construction, as widespread technological automation for this specific field-based quality control task is not currently viable or common in local labor markets."
level0_says_automation_happens,LBY,Libya,Upper middle income,18842,"Schedule funerals, burials, or cremations.",0,none,unclear,False,"Scheduling funerals in Libya is a deeply interpersonal, high-touch coordination task centered on family and cultural sensitivities, rendering standard automation inapplicable to the core labor requirements in this country."
level0_says_automation_happens,LBY,Libya,Upper middle income,19755,"Analyze climate data sets, using techniques such as geophysical fluid dynamics, data assimilation, or numerical modeling.",0,none,unclear,False,"The task involves specialized scientific research and advanced fluid dynamics modeling, which requires expert human judgment and domain-specific interpretation unavailable through standard automation in the Libyan institutional context."
level0_says_automation_happens,LBY,Libya,Upper middle income,23876,"Examine and inspect stock items for wear or defects, reporting any damage to supervisors.",0,none,unclear,False,"In the Libyan market context, manual inspection remains the standard practice, as the capital investment and infrastructure for automated inventory inspection systems are not typical or economically viable for such tasks."
level0_says_automation_happens,LBY,Libya,Upper middle income,260,"Refer patient, client, or family to community resources to assist in recovery from mental or physical illness and to provide access to services such as financial assistance, legal aid, housing, job placement or education.",0,none,unclear,False,"Referral tasks in Libya require complex, contextual knowledge of decentralized and often informal community support networks, making standard automation of this essential human-judgment task currently infeasible."
level0_says_automation_happens,LBY,Libya,Upper middle income,3331,Direct acquisition of land for construction projects.,0,none,unclear,False,"Direct land acquisition requires localized legal navigation, personal trust-building, and negotiation, making the task core impervious to standard automation in the complex regulatory and institutional environment of Libya."
level0_says_automation_happens,LBY,Libya,Upper middle income,9094,"Research methods of processing, forming, and firing materials to develop such products as ceramic dental fillings, unbreakable dinner plates, and telescope lenses.",0,none,unclear,False,"Researching material science for ceramic processing is a highly specialized, non-routine cognitive task requiring expert judgment and localized experimental knowledge that remains outside standard automation feasibility in the current Libyan context."
level0_says_automation_happens,LKA,Sri Lanka,Lower middle income,10660,"Install or remove special equipment, such as tire chains, grader blades, plow blades, or sanders.",0,none,unclear,False,"This task requires high manual dexterity and spatial judgment in varied field environments, making it essentially immune to standard automation or AI-driven replacement in the Sri Lankan context."
level0_says_automation_happens,LKA,Sri Lanka,Lower middle income,7126,Insert new or repaired tumblers into locks to change combinations.,0,physical_execution,unclear,False,"This task requires fine-grained, dexterous manual manipulation of tiny, precise mechanical components, which remains economically and technically out of reach for standard automation in the Sri Lankan labor context."
level0_says_automation_happens,LKA,Sri Lanka,Lower middle income,7142,"Build and shape wax teeth, using small hand instruments and information from observations or dentists' specifications.",0,none,unclear,False,"This manual, highly skilled artisanal task relies on tactile feedback and bespoke aesthetic judgment, which remains outside the scope of current commercially viable, widely deployed automation technology in the Sri Lankan context."
level0_says_automation_happens,MAR,Morocco,Lower middle income,14927,Sweep and clean roofs to prepare them for the application of new roofing materials.,0,none,unclear,False,"This task involves manual physical labor in unstructured environments with high variance in roof geometry and condition, rendering standard automation or robotic solutions economically infeasible in the Moroccan context."
level0_says_automation_happens,MAR,Morocco,Lower middle income,4501,"Wash and dry bodies, using germicidal soap and towels or hot air dryers.",0,none,unclear,False,"Washing and drying bodies requires complex physical dexterity, intimate care, and real-time social responsiveness, making it effectively immune to standard automation in the Moroccan healthcare or caregiving context."
level0_says_automation_happens,MDG,Madagascar,Low income,11606,"Withdraw cables from pipes and examine them for evidence of mud, roots, grease, and other deposits indicating broken or clogged sewer lines.",0,none,unclear,False,"In the Madagascar context, manual inspection remains the standard practice due to limited access to specialized pipe-inspection robotics and the high cost of maintaining such equipment in local infrastructure settings."
level0_says_automation_happens,MDG,Madagascar,Low income,12406,"Examine materials, ingredients, or products visually or with hands to ensure conformance to established standards.",0,none,unclear,False,"In the typical industrial and economic context of Madagascar by 2026, manual inspection remains the standard practice, as widespread deployment of automated optical inspection or robotic systems is not yet feasible."
level0_says_automation_happens,MDG,Madagascar,Low income,13600,"Mix mortar, plaster, and grout, manually or using machines, according to standard formulas.",0,none,unclear,False,"In the Madagascar context, manual mixing of mortar, plaster, and grout remains standard practice, as automation technologies for such specific, small-scale physical blending tasks are neither economically viable nor available."
level0_says_automation_happens,MDG,Madagascar,Low income,19647,"Validate or characterize sustainable or environmentally friendly products, using electronic testing platforms.",0,none,unclear,False,"In the Madagascar context, this specialized task requires high-tech diagnostic infrastructure and regulatory oversight unlikely to be widely deployed or automated by 2026."
level0_says_automation_happens,MDG,Madagascar,Low income,20006,Provide logistical facility or capacity planning analyses for distribution or transportation functions.,0,none,unclear,False,"Logistical planning in Madagascar remains highly constrained by unique infrastructure deficits and informal supply chain dynamics, rendering standard automation tools ineffective for credible labor reallocation in the typical local workplace."
level0_says_automation_happens,MDG,Madagascar,Low income,20756,"Store, pack, and maintain inventory records of props, products, or display items.",0,none,unclear,False,"In the Madagascar context, manual handling, organization, and ledger-based tracking of physical goods remain standard practice with minimal penetration of automated storage, robotic packing, or digitized inventory systems in typical workplaces."
level0_says_automation_happens,MDG,Madagascar,Low income,21912,Review work requests and compare them with previous work completed on ships to ensure that costs are economically sound.,0,none,unclear,False,"In the Madagascar context, specialized maritime maintenance cost accounting and economic verification are highly context-specific, manual, and rely on local institutional knowledge that remains outside standard automation reach."
level0_says_automation_happens,MDG,Madagascar,Low income,23170,Recruit and hire staff members.,0,none,unclear,False,"Recruitment in Madagascar remains heavily reliant on personal networks, face-to-face trust building, and local labor market nuances, rendering standard automation tools largely ineffective for the core human-centric hiring process."
level0_says_automation_happens,MDG,Madagascar,Low income,3139,Count and record finished and rejected packaged items.,0,none,unclear,False,"In the typical Madagascar production context, labor-intensive manual counting and recording remains standard practice due to the cost and complexity of deploying automated tracking or vision systems."
level0_says_automation_happens,MDG,Madagascar,Low income,3196,Inspect vehicles to detect any damage.,0,none,unclear,False,"In the Madagascar context, manual inspection remains the standard practice due to the high cost of specialized imaging technology and the prevalence of diverse, aging vehicle fleets that require expert human judgment."
level0_says_automation_happens,MDG,Madagascar,Low income,4115,Euthanize animals.,0,none,unclear,False,"Euthanasia of animals is a highly sensitive, physically precise, and ethically regulated medical task that relies on human judgment and care, rendering it effectively immune to standard automation in any country context."
level0_says_automation_happens,MDG,Madagascar,Low income,4265,"Design, fabricate, or repair assistive devices or make adaptive changes to equipment or environments.",0,none,unclear,False,"This task requires bespoke craftsmanship and individualized physical modifications, which rely on localized human expertise and physical resourcefulness currently unavailable via standard automation technologies in this specific economic context."
level0_says_automation_happens,MDG,Madagascar,Low income,4325,Prepare examination or treatment rooms by stocking them with appropriate supplies.,0,none,unclear,False,"In the Madagascar context, manual inventory management remains the standard practice due to low labor costs and infrastructure limitations, making automated stocking solutions economically non-viable and technologically unavailable."
level0_says_automation_happens,MDG,Madagascar,Low income,784,"Perform various clerical or administrative functions, such as ordering and maintaining an inventory of supplies.",0,none,unclear,False,"In the Madagascar context, manual inventory management remains the standard practice due to infrastructure limitations, fragmented supply chains, and the low economic incentive to automate such administrative tasks."
level0_says_automation_happens,MLI,Mali,Low income,11009,"Trace drawings onto clear acetate for painting or coloring, or trace them with ink to make final copies.",0,none,unclear,False,"Tracing drawings is a highly manual craft task that lacks a credible, cost-effective automation pathway in the Malian context where labor-intensive manual techniques remain the standard practice."
level0_says_automation_happens,MLI,Mali,Low income,14335,Record product and processing data on specified forms.,0,none,unclear,False,"In the current economic and technological infrastructure of Mali, manual data recording remains the standard practice, with limited deployment of digital automation systems capable of materially replacing human data entry labor."
level0_says_automation_happens,MLI,Mali,Low income,14806,"Requisition or acquire needed materials for special effects, including wigs, beards, and special cosmetics.",0,none,unclear,False,"Sourcing niche theatrical materials in Mali relies on fragmented, specialized, and often informal local supply networks, making standard automation channels inapplicable for this procurement task."
level0_says_automation_happens,MLI,Mali,Low income,18061,Prepare or direct the preparation of additional information or responses as requested by regulatory agencies.,0,none,unclear,False,"Regulatory response in Mali typically requires navigating local administrative specificities, relationship-based bureaucracy, and non-digitized records, making standard automation for this task infeasible in current settings."
level0_says_automation_happens,MLI,Mali,Low income,196,Establish short- and long-term plans for management of forest lands and forest resources.,0,none,unclear,False,"Forest management planning in Mali requires deep local ecological knowledge, community negotiation, and navigation of complex informal governance, rendering standard automation tools inapplicable or economically irrelevant in current local conditions."
level0_says_automation_happens,MLI,Mali,Low income,21910,"Conduct analytical, environmental, operational, or performance studies to develop designs for products, such as marine engines, equipment, and structures.",0,none,unclear,False,"High-level marine engineering design involves complex, non-routine creative and analytical synthesis that remains outside current standard automation capabilities, especially given the localized maritime industry context in Mali."
level0_says_automation_happens,MLI,Mali,Low income,23996,Examine patients to diagnose oral health conditions and diseases.,0,none,unclear,False,"In the Malian context, dental diagnosis relies heavily on direct, hands-on clinical examination, patient history, and localized expertise where automated diagnostic substitutes or augmentations remain unavailable or impractical for standard practice."
level0_says_automation_happens,MMR,Myanmar,Lower middle income,10292,"Mark weld points and positions of components on workpieces, using rules, squares, templates, or scribes.",0,none,unclear,False,"In the typical industrial context of Myanmar in 2026, manual marking remains the standard practice due to low capital intensity and the high flexibility required for small-batch or bespoke fabrication."
level0_says_automation_happens,MMR,Myanmar,Lower middle income,21440,Communicate with reinsurance brokers to obtain information necessary for processing claims.,0,none,unclear,False,"In the Myanmar business context, this task relies heavily on human-to-human relationship building, trust, and informal communication channels with brokers, making standard automation routes inapplicable to the core of the task."
level0_says_automation_happens,MMR,Myanmar,Lower middle income,4534,"Carry out unusual requests, such as searching for hard-to-find items or arranging for exotic services, such as hot-air balloon rides.",0,none,unclear,False,"In Myanmar, this task relies heavily on idiosyncratic personal networks, local reputation, and high-context negotiation, which remain inaccessible to standard automation or AI systems."
level0_says_automation_happens,MMR,Myanmar,Lower middle income,6019,"Select and obtain materials and supplies, such as textbooks.",0,none,unclear,False,"Selecting and acquiring educational materials in Myanmar remains a highly manual, relationship-driven, and context-dependent process involving local vendors, limited digital supply chains, and complex logistics that resist standard automation."
level0_says_automation_happens,MMR,Myanmar,Lower middle income,7277,Analyze data gathered and develop solutions or alternative methods of proceeding.,0,none,unclear,False,"High-level strategic analysis and solution development are deeply contextual and judgment-based, remaining outside the reach of typical, widely deployed automation in the Myanmar business landscape."
level0_says_automation_happens,MMR,Myanmar,Lower middle income,9391,"Repair, rebuild, and modify prosthetic and orthopedic appliances.",0,none,unclear,False,"The task involves bespoke physical craftsmanship, precise anatomical fitting, and repair of unique prosthetic devices, which requires manual skill and real-time physical adaptability unavailable through current standard automation in Myanmar."
level0_says_automation_happens,MOZ,Mozambique,Low income,12946,"Isolate, analyze, or synthesize vitamins, hormones, allergens, minerals, or enzymes and determine their effects on body functions.",0,none,unclear,False,"This task involves high-level scientific interpretation, experimental synthesis, and novel hypothesis generation that currently exceeds standard automation capabilities in typical Mozambican laboratory and institutional settings."
level0_says_automation_happens,MOZ,Mozambique,Low income,16868,"Create environmental models or simulations, using geographic information system (GIS) data and knowledge of particular ecosystems or ecological regions.",0,none,unclear,False,"This task requires high-level synthesis of expert knowledge and context-specific ecosystem data, which currently exceeds the capabilities of standard automation in Mozambique's typical professional work environments."
level0_says_automation_happens,MOZ,Mozambique,Low income,19245,Conduct visual field tests to measure field of vision.,0,none,unclear,False,"In typical Mozambican healthcare settings, conducting visual field tests requires direct practitioner-patient interaction and manual test administration, with little scope for standard automation or widespread AI integration in the near term."
level0_says_automation_happens,MOZ,Mozambique,Low income,20563,"Use dental air turbines, hand instruments, dental appliances, or surgical implements.",0,none,unclear,False,"This clinical dental task requires complex, real-time dexterity and physiological judgment unavailable via scalable, standard automation technologies in typical Mozambican workplace settings by 2026."
level0_says_automation_happens,MOZ,Mozambique,Low income,22842,"Fabricate beam modifying devices, such as compensators, shields, and wedge filters.",0,none,unclear,False,Fabricating custom radiotherapy beam modifiers requires highly specialized physical craftsmanship and institutional medical infrastructure that is currently too niche and resource-intensive for standard automation or significant labor-reallocation in Mozambique.
level0_says_automation_happens,MOZ,Mozambique,Low income,4599,"Sell, for a fee, real estate owned by others.",0,none,unclear,False,"Real estate sales in Mozambique rely heavily on local interpersonal relationships, complex land tenure negotiations, and informal trust-based networks that remain resilient to standard automation technologies."
level0_says_automation_happens,MOZ,Mozambique,Low income,9284,Examine objects to be included in exhibits to plan where and how to display them.,0,none,unclear,False,"Museum exhibit planning in Mozambique relies heavily on subjective human curation, spatial understanding, and cultural context that remain outside the scope of current commercially viable, widely deployed automation technologies."
